10000 218829
7068 6698 13
2548 7425 8
9962 2181 13
7677 323 13
367 9773 17
3542 279 9
1314 3827 13
6958 775 15
70 3401 17
4075 7723 6
1538 8638 11
2015 4675 4
1727 9744 16
5858 7047 2
2681 7669 11
9598 9301 19
5436 8637 14
6500 2975 11
1746 207 18
2370 6230 7
3440 5493 19
757 7071 2
9170 8829 12
1034 1017 2
3009 7350 13
4101 784 1
6712 1404 15
9827 586 4
2661 8378 5
5594 803 4
2346 2403 13
7505 9071 20
6376 7411 5
1942 4772 2
5885 8608 4
1108 3193 16
339 2895 9
4117 8311 3
7788 2509 4
1315 7522 4
7125 2885 9
8462 4092 15
478 3263 10
6658 5823 14
9388 7188 16
7409 1293 3
1204 1108 6
2335 4318 10
3787 2825 1
726 5885 10
4167 6019 20
6015 6727 14
516 7224 12
2834 7162 15
1500 1887 16
9716 3326 17
5454 6961 17
4340 1610 12
2626 4771 5
729 7534 10
8479 8939 6
1586 3824 7
7632 9590 12
6739 1709 9
2930 3354 3
880 5607 6
9755 1174 4
4128 2397 15
6831 5868 20
2008 724 3
7437 959 1
6794 8200 5
4121 5990 20
9649 7014 11
1453 5172 14
1267 3010 12
3914 106 18
8107 5592 5
2893 6275 13
4889 2986 1
5623 2435 11
1152 4172 6
6389 6292 18
6242 5287 12
9073 3621 4
403 5297 2
6236 8473 5
7952 2861 7
8672 4369 19
4258 6844 12
5198 494 15
6157 9224 12
8489 2285 9
3895 9937 20
5349 200 12
6430 3374 1
4392 6239 20
3889 4842 7
819 9945 13
1298 928 14
5845 5362 9
1598 6317 16
4980 5913 10
1810 1257 17
2865 6077 9
8228 7145 12
5551 4732 15
1810 9628 9
424 5921 3
5793 1032 13
6485 8673 13
9853 1496 7
1359 1418 7
1361 8396 9
7535 9520 9
411 5173 3
9510 9100 3
5559 5188 10
6674 6106 10
9053 167 6
6247 4262 20
9937 599 2
3645 9212 14
3998 8281 5
3059 4514 4
3927 4423 15
6760 4986 16
434 9250 5
682 5137 3
538 7182 2
4294 5302 14
5161 2802 12
3378 2257 13
8216 9507 3
7090 6906 11
764 3236 17
8142 1017 5
2726 5924 14
6708 6488 1
798 3660 2
4487 1402 15
5619 3804 2
5947 8687 6
5338 5609 8
5492 4639 14
1754 6541 12
2787 9192 17
2377 1042 1
8485 333 12
1951 2821 12
9087 4563 8
8044 3532 19
2594 4354 11
3199 2507 13
9407 2813 6
3373 7505 14
8527 5015 9
7442 1185 7
698 6412 2
8529 1512 9
1177 5633 9
4171 4323 7
8883 5968 4
5751 7602 2
1769 586 16
7094 1654 20
3510 4290 5
136 5674 16
9007 1851 16
9335 9432 2
1035 3447 3
4807 5091 11
1047 5589 13
512 2116 17
1376 5149 7
8257 540 10
2518 1538 7
1483 9662 6
9362 5131 9
4509 5822 2
1819 3767 4
8122 4626 7
8083 5972 7
6060 9467 20
2705 9075 17
3436 4903 14
9299 8099 18
7353 2735 14
6635 7551 4
9161 6865 17
2458 1342 7
9368 4721 16
6773 4110 18
6596 5113 13
6875 8677 3
4026 4449 11
8744 3533 17
1911 101 18
8706 3411 16
6725 5258 15
4133 7091 5
121 8309 12
308 6250 1
1870 6145 15
8519 1057 14
3289 6882 18
8788 4442 5
8562 2914 7
8676 6434 3
4115 8463 1
7883 1066 14
935 6136 3
6043 8442 19
457 4123 4
9550 9084 18
1918 5525 5
5270 3817 18
4953 636 13
6266 1419 3
9219 3044 18
151 9864 2
3692 4980 9
4633 2111 18
6266 2284 11
2382 9993 17
1124 47 17
3278 4726 6
1938 1007 20
5936 1306 13
4012 7601 6
2179 1675 4
5908 8725 14
9183 3793 1
8282 5114 3
9521 1905 9
7507 1253 19
4632 9839 5
2654 7124 20
5063 5543 12
1436 4619 15
4350 2736 9
8339 1234 6
6175 2469 3
5766 6081 4
4675 1927 8
7739 1713 3
2527 7868 10
2866 6841 14
526 3253 13
1462 6186 17
7796 3448 17
9771 2239 2
6628 8819 3
2427 7773 18
6583 8239 20
9061 2538 9
3859 5442 3
9835 6549 3
2123 2882 6
4240 8955 5
3056 4960 7
5556 825 16
668 5578 4
9077 2587 1
2175 8644 4
3946 7240 20
1472 6748 17
2534 1215 11
9417 2926 8
4350 7434 20
7464 9956 11
2752 7430 12
9862 1083 15
6634 3541 8
4974 9387 13
1611 9528 1
852 7438 8
3554 3636 11
4294 1315 10
2488 5848 2
8236 839 7
9938 3008 11
4624 8 7
5872 673 18
7410 7983 11
6661 2090 20
1172 6048 20
8554 6843 7
612 9912 8
6347 2940 10
3587 9034 18
36 8790 5
873 9695 16
9680 6542 11
1835 4242 17
4599 2907 7
5442 636 1
8747 7630 19
5665 8665 5
438 2497 6
8635 6320 12
9466 6086 6
9799 3088 15
5054 7684 20
2746 4756 3
1897 9944 4
4695 4557 8
6982 8511 13
6717 5839 10
4347 6068 1
1717 7330 7
9167 3826 6
2302 3199 15
4702 5359 14
8367 6172 14
6819 6218 17
6113 8701 1
4059 5947 1
4654 5904 12
2824 6446 5
5395 1308 7
5106 9812 19
6501 62 19
4717 6783 9
8635 8937 12
3776 2144 4
5504 3344 18
8763 9494 4
5979 3099 1
250 3245 7
9381 7787 18
7348 2329 5
9726 4322 8
7762 8566 13
3445 8236 16
3413 3605 3
3946 2427 17
9088 1661 6
9643 6234 3
3334 6467 5
2271 9817 11
9817 1264 1
7946 3737 9
2775 2902 9
5381 9788 2
6410 2326 11
1968 739 6
1396 9033 7
1152 1740 13
5564 4961 11
8840 9519 17
3168 8292 6
8253 3933 13
3344 9373 6
1699 8205 1
5996 327 16
3253 7628 19
7363 1438 2
9404 8663 4
1872 924 13
2968 8142 3
8458 7797 9
7532 9920 20
2927 4216 3
1186 3015 10
1221 2842 10
2530 9607 9
2758 5656 10
6984 5199 14
7806 4769 17
4249 9011 3
4636 9735 12
1641 4797 19
5562 8120 14
2677 9319 3
6785 8549 4
4544 2127 8
7093 3766 6
8949 4942 14
2770 4047 9
4752 3101 1
9577 4332 3
4464 1951 14
9186 8125 19
8197 6540 13
774 5750 10
602 9528 3
7313 3150 7
6056 7272 20
8474 6777 6
9583 1205 18
2983 5244 10
3658 2728 5
6297 7253 17
3718 1545 14
8440 3053 17
1638 7341 10
7396 3587 8
926 2370 14
2800 6974 13
770 689 2
8532 7479 6
8642 3144 16
2231 9704 11
6941 7290 5
5903 3054 13
1703 7421 10
2253 1726 19
3216 5223 1
2496 3007 6
1979 1917 10
7022 3404 15
1296 5248 19
4658 3372 12
935 8349 9
253 3832 16
2041 9193 12
7092 3952 15
3965 6815 10
5611 4963 10
6163 30 7
3140 673 4
1001 1563 2
5040 119 3
8992 1511 20
152 814 18
8466 2869 10
6447 1433 7
9322 5252 10
8094 6769 13
1752 6077 17
7380 9927 7
664 6961 8
8450 8045 1
6358 8184 13
5912 7849 1
6152 6225 6
4375 1247 6
6896 7243 10
4123 7458 17
7509 53 16
7419 4944 4
8197 8767 20
8583 5983 17
4449 2917 3
4262 176 19
9708 2044 3
7794 5174 12
7002 5507 2
2346 6362 3
4938 8417 1
7883 8439 9
2376 3214 1
4354 5893 19
9049 2904 18
9354 2860 15
2187 2620 19
3782 5584 13
3680 6598 9
8051 5307 8
9424 4797 20
3652 339 18
2737 7959 12
7490 1842 17
2107 2302 1
2951 1636 17
3012 5428 15
6879 1368 4
9021 2242 6
6675 8062 12
8463 7168 10
5482 4801 3
174 6872 5
3045 6714 16
9665 6213 6
9310 1753 18
3187 1371 3
2006 3336 15
8481 1546 15
3905 5398 8
9271 5867 10
1735 8997 12
1441 6175 17
3120 2921 11
3700 3256 18
6148 6950 16
5264 4221 2
3174 5437 14
7754 774 3
7604 5290 9
6130 6793 13
8805 5556 1
1398 6776 12
9206 5466 2
2360 9329 7
9017 5727 7
1275 1577 5
5924 27 7
5517 9932 5
7867 1462 17
3994 8892 16
82 5417 12
5733 8764 18
1147 1387 5
604 8242 9
4975 5804 9
8975 750 16
1747 9098 3
9477 4258 8
1665 7686 5
3763 4872 10
6185 3641 11
9185 5745 13
5435 9233 18
3572 4248 10
6011 5994 12
1386 4795 2
394 9107 19
9261 7514 19
9827 4647 14
8047 8486 11
1265 3981 11
422 753 14
2180 6900 18
7916 3045 15
307 2902 3
8574 9962 16
1306 9792 4
5047 721 15
1513 9651 6
609 3359 16
2061 1171 3
3424 4624 17
6806 9153 13
1858 7953 16
7485 4863 18
4575 1920 20
1784 39 20
241 124 12
5653 4465 15
4984 2652 5
9064 6952 13
9397 4645 15
5962 3855 14
2632 3108 19
24 573 7
8529 5133 16
2828 4218 9
6888 9511 8
8579 3374 7
4305 8494 17
755 4685 9
3480 3484 17
495 7176 3
3436 6123 12
8305 7179 14
579 659 13
1644 3254 5
3475 5571 9
2325 9123 9
1808 5287 12
1589 6316 15
8383 5182 20
516 6574 16
4718 1549 8
7052 8917 8
9717 6173 2
5441 2573 7
8854 6069 6
2785 11 4
1316 4284 7
1253 1438 15
5227 8999 12
9787 2078 11
2773 8898 8
1238 9911 5
7579 1461 3
7356 9690 16
1128 3806 18
8626 777 18
1982 222 1
1311 4452 5
2892 634 11
3763 2317 19
53 2343 14
219 2732 20
2021 8858 6
5148 5976 10
1963 2355 9
1281 1739 1
7014 12 18
6953 3032 14
7094 5051 7
4536 9605 2
6232 5672 12
6610 6279 5
7285 1237 6
1431 4054 5
4879 4385 13
5638 9079 3
4593 4575 10
1578 695 2
7099 1649 20
5891 2963 19
1711 8867 2
2953 6441 2
9027 5375 2
5979 6946 7
4395 7124 10
3831 8632 8
106 1130 8
7598 7702 7
7438 3070 4
5375 8008 16
9901 6141 14
6150 3639 2
6711 8600 18
6008 6329 15
4737 2748 13
1300 2699 9
5379 660 9
3441 7109 15
5320 3061 8
2839 6737 6
9384 524 1
8916 7711 6
4011 8047 17
2100 3440 17
6516 9125 15
9701 3076 15
1776 8956 12
8286 1114 19
578 6431 5
4626 3484 6
9572 8585 1
3662 1758 6
2676 7585 2
3107 7945 6
4144 2331 16
2265 1760 5
5608 5664 15
2378 7270 13
7511 5442 16
1888 5409 19
8261 8535 6
6739 9848 17
9909 984 6
4282 5196 7
9886 3007 16
8132 2462 3
1440 1714 8
3242 1142 12
3292 1639 18
7357 8003 19
6712 9485 15
4222 6684 5
215 827 2
7815 5641 20
1881 1312 11
9037 8999 1
5885 6544 18
9383 8734 3
2855 2031 20
6535 377 11
3927 9444 10
1834 7786 19
4224 5396 7
4327 8751 13
4569 5521 1
3065 8990 5
7004 4455 8
8498 3600 15
3409 6714 15
2261 2933 12
7198 4502 11
9511 4939 3
7350 1323 11
1259 5620 4
7523 1099 6
5120 7916 9
9673 5547 16
8688 6396 13
1905 4619 4
8398 9175 19
2198 8748 14
6516 8390 8
8663 4660 10
5488 6681 5
6994 8168 13
6961 8692 8
8722 2830 1
2699 2508 5
9293 1892 12
1404 1429 20
2213 249 20
8545 6178 10
7792 975 18
401 1568 18
8334 820 13
2285 7720 7
2399 2674 7
8090 2471 20
5991 5554 7
9380 6723 8
9815 3537 10
9832 3268 12
1792 3109 12
6564 9636 6
479 6631 2
9046 1470 8
6056 3110 3
8503 1991 14
9897 7453 16
5243 2355 5
8532 377 1
4015 4542 5
912 9250 17
6983 7421 6
1381 8940 18
8906 3225 16
8251 7858 11
1780 7408 17
5653 6295 8
654 3360 20
2503 5617 16
9653 8857 7
6777 4028 9
3133 9734 9
4895 1776 5
521 8927 19
495 6102 8
3745 5430 13
6182 454 19
5911 1876 18
9952 8813 4
4127 1336 17
5097 1622 7
2962 6132 2
3725 4415 1
9446 4140 17
5089 3022 8
9621 9699 18
5940 4184 16
5808 9196 7
3998 532 18
5542 3154 11
1323 1833 6
1726 2524 3
5579 1194 7
8278 9593 15
8706 7554 3
3071 5420 10
6319 8762 8
365 9036 4
8227 7531 15
9096 7923 7
1833 6137 8
2849 9433 20
3300 4533 3
3067 7204 7
1858 8886 2
6943 3319 9
1875 1117 12
5811 6172 11
7133 7754 2
7103 6631 13
2519 8936 16
5908 592 17
4184 5801 7
7315 9365 14
2484 3894 19
2079 962 8
4331 6526 16
9799 8598 14
3270 4641 2
9562 1963 19
4455 6193 18
6817 8394 14
7060 9790 20
7083 7665 1
9863 3619 15
7888 4618 9
3293 1497 20
5884 6657 1
9473 6543 3
6079 3289 12
1180 859 19
2967 1605 17
3140 4266 1
3954 1254 10
4134 791 2
7178 5613 14
6377 6098 18
6982 9447 17
2233 1703 8
7714 1496 20
8421 9760 3
5651 9742 2
9422 1042 2
2355 6267 1
6292 1977 13
5373 2822 11
6054 4136 9
6108 2151 18
4766 408 19
4125 7029 3
5679 786 13
9655 2198 3
7973 6404 9
7659 5450 6
6591 8773 15
4933 7260 18
355 9070 14
3782 9055 8
9814 4575 18
3684 8713 19
559 1410 5
4728 7719 10
9791 5847 8
4203 7893 3
2295 1572 6
4197 5935 2
9374 6128 1
2603 1169 7
2517 6579 8
4620 7040 6
6306 229 17
6799 4603 1
8653 3352 3
6499 8697 4
4291 3900 4
8507 1848 1
4716 8551 11
6637 2888 18
1555 998 4
3248 330 16
3386 8859 9
8007 3457 2
8559 7915 20
4436 1147 3
3431 284 15
4085 8195 8
5757 5793 14
317 8623 15
7840 9339 15
823 3225 14
4879 917 13
4373 8036 12
4937 2323 6
4841 7941 10
5869 2703 10
5637 5251 17
931 3736 9
2365 3781 20
5613 2433 12
9310 6111 1
7462 2810 6
2593 3425 17
3741 1846 10
3258 1028 10
5622 898 6
5695 7018 16
1494 2742 11
5581 3608 20
9825 450 10
8262 4378 6
4362 8543 16
7241 5788 6
5582 9608 13
6948 2537 6
2149 588 8
2068 9834 2
1534 330 8
9918 4901 12
7006 3680 18
7890 3367 19
5549 3113 11
6917 7831 4
4277 4730 8
4224 5777 5
5616 1873 13
7553 5316 7
2341 6082 3
8693 1857 14
1879 2534 19
7336 328 3
1843 9849 5
8018 7720 18
5051 2839 9
1495 9451 6
9547 8171 20
5586 1812 2
9504 2829 3
2677 4078 10
3592 3039 14
7017 6123 7
3459 4603 1
3110 2606 4
8620 4372 16
7559 4797 11
5547 174 12
9813 4846 4
8722 2244 1
9189 4213 13
4362 9421 15
4215 8431 6
5730 6323 14
6597 1046 15
7995 1865 18
6461 9387 13
1691 6047 15
7109 4497 18
500 5789 2
2849 7427 10
7897 8977 14
3371 8573 19
3189 1917 11
2103 23 4
2815 5769 17
136 4620 11
117 2921 8
9548 8014 12
1996 292 3
5304 1083 14
2154 8330 7
4888 9512 9
921 5736 19
8174 8480 6
9361 6462 18
1859 5704 17
1816 7435 17
4370 3296 16
3997 361 17
4859 197 5
8405 4695 18
2822 714 16
999 7184 7
4884 4712 15
6842 7622 13
518 170 8
2034 7970 7
5294 5935 13
2511 1571 5
5117 501 20
6042 921 8
9618 8070 12
6596 7302 20
35 5322 15
2069 217 20
9794 1986 9
6214 399 7
7830 9844 6
1092 7792 6
4091 3888 17
5578 7963 9
513 3941 5
4081 5590 19
3141 5929 17
4126 9837 17
8679 2556 3
2000 957 19
9184 3487 17
4974 2581 7
1911 9391 5
705 4705 7
3352 2495 12
2811 4764 6
2312 7007 14
3500 8280 11
753 2080 5
8644 5540 14
829 7449 19
8642 8338 4
9066 9538 17
1904 4778 10
9009 3282 3
6737 7720 1
2092 6479 2
8144 6006 13
3739 5561 18
1630 7647 9
778 8363 17
832 4392 12
218 2967 8
3019 948 2
977 2326 9
2677 1932 17
3160 4817 5
2114 3200 14
1752 9111 13
4400 9942 11
9529 7907 13
8903 6820 12
7551 6577 1
4008 9477 15
2091 1557 13
4936 8093 18
4883 992 7
9649 7442 4
1174 3161 3
2815 8080 11
6759 3068 18
9162 592 17
8476 7785 4
9389 4669 5
7051 8547 1
6297 7036 9
5465 8924 7
4430 3231 19
1160 1746 8
9025 4508 17
5539 4000 2
1051 9784 14
2624 9739 11
5355 4019 11
617 2911 19
786 6120 10
7984 4334 8
4958 1531 11
2006 1277 7
8926 9798 9
1568 931 17
1977 6232 16
2446 4087 13
2260 179 1
6288 589 17
406 426 15
3247 6309 18
6498 93 1
7371 8248 14
9881 1033 1
2783 919 17
2736 3128 8
5303 5241 4
3341 8217 19
5459 1322 6
9378 5141 18
7346 4483 17
4316 2903 16
1892 2466 6
7043 7965 17
9493 5215 1
5990 9480 20
7658 384 20
5161 6934 8
5971 3314 18
4822 7840 17
1652 8716 4
8166 2699 11
8409 2025 20
1331 39 4
2445 2698 2
5060 7351 17
4606 6799 4
2508 5588 20
5463 8472 2
6775 1401 20
7938 6548 20
9994 5796 12
6754 6221 5
2158 9072 13
4498 8502 20
3584 1554 20
2340 9066 20
5072 239 9
6593 5946 17
4589 4160 11
9377 1515 7
2305 6648 13
3823 3074 8
5383 6763 13
1267 6181 2
5997 2707 11
9092 2727 6
7279 5594 9
289 9560 4
8731 3334 10
7284 6767 8
7010 5630 10
7611 2509 18
9370 9182 17
619 8343 2
2485 3089 8
2667 9528 11
3541 9459 5
561 5737 7
2231 6281 2
5092 453 5
3569 1527 11
9302 5733 14
6722 7301 17
6117 1165 1
9485 8454 6
6821 9482 2
1001 1501 18
9829 4865 14
7231 6 11
8628 7693 5
4953 1861 6
1927 8125 16
9612 1494 19
4017 8223 7
9450 1273 12
8118 7525 20
2335 2721 18
6293 3434 18
126 913 8
9416 7497 9
6735 6603 1
9763 6867 9
7727 1005 9
5870 1939 10
1004 5649 7
4455 7784 13
8964 2344 2
8416 5542 2
2193 8796 7
442 8897 6
9243 4568 3
6420 383 18
6754 1133 18
1084 946 9
7679 907 16
6215 5719 3
4606 9312 15
2327 2021 19
1954 2042 11
2465 8717 9
5453 2444 10
5393 9347 13
8002 9831 16
1380 2655 16
7329 4880 15
6633 6971 9
4022 9265 3
3020 9937 3
2423 3719 10
8935 8456 18
7729 270 3
3022 3362 12
550 7267 9
3151 9709 11
2588 5550 7
876 6813 16
2701 6915 2
5453 7675 15
79 1070 11
5566 788 10
5543 1824 4
7513 8472 8
4231 6833 11
5784 582 12
2602 8394 14
5011 8 3
3376 3238 1
4841 6472 6
2530 3390 9
7142 1863 12
2971 8552 2
1705 9934 9
4825 8338 1
1047 9243 5
5639 1895 4
6489 2434 13
3057 9846 19
4294 7253 7
4683 563 19
8566 4826 4
7734 1460 19
5963 5232 14
5688 240 4
5380 1365 4
9439 2943 5
1545 15 16
8010 3505 11
6501 4236 16
5948 9621 10
4620 2689 16
6583 9408 3
3922 6276 16
9320 6655 7
9181 3390 2
7037 643 1
4784 8617 19
6136 1055 15
1339 1098 12
7222 2456 6
7755 9987 16
3416 3792 8
4739 2800 5
4405 1303 4
2444 6131 11
2115 3944 17
8664 7319 5
6649 1189 19
7478 9302 19
3483 3144 20
2393 1759 9
104 6350 15
9139 351 18
1355 5288 8
7840 7138 1
2612 1448 19
2586 7679 10
2955 4366 6
4288 6502 16
6761 1414 14
6267 800 20
266 1735 14
101 7721 6
8075 4161 1
9679 2308 7
9908 4379 18
5895 5939 7
6170 6479 6
2555 457 13
4604 9627 20
7974 1238 1
1600 8702 16
8717 9814 3
7906 9893 11
8669 7391 5
9328 8313 4
5724 1277 7
9709 2733 2
2641 9972 12
4456 128 17
9674 3002 19
2448 2197 5
6978 1382 10
3918 5954 13
8916 5713 7
3175 2068 13
2776 3776 8
213 38 13
6863 403 18
6617 5777 4
9317 373 8
4760 1324 4
1499 2168 3
7447 5976 15
2072 7156 2
4076 4463 2
8659 8452 20
3722 2449 18
198 7830 4
9409 3108 5
5178 7685 16
7464 6111 3
3122 8252 18
9663 2827 14
4014 6098 11
1486 5614 11
4341 7397 17
2124 2363 7
7494 9708 20
453 2674 7
5173 4100 2
7971 8473 9
7766 3519 17
9807 9901 3
1040 5965 19
9725 8257 18
1625 3168 20
1130 7960 12
7264 6792 19
4331 6713 6
196 8783 19
9051 2439 14
8504 2442 16
3400 9908 17
7752 2437 15
4482 1769 17
1988 7202 7
745 9131 17
3519 2277 19
1931 9012 14
6588 3335 13
8735 8915 15
7820 7678 4
2425 6939 13
6303 8846 2
9779 9821 2
4126 294 13
3212 3642 20
3370 9505 17
7240 4272 1
5133 8351 8
795 1207 17
7554 7367 13
2731 9632 4
6426 8132 1
9513 3873 6
7940 6402 7
7428 7257 9
5857 3531 16
6915 2612 11
6651 9114 1
8373 658 18
5256 8436 14
4270 4402 5
6424 7302 4
8488 5037 4
8128 2102 5
6460 1769 15
3562 8514 11
3572 9092 20
4146 2839 3
8742 3714 3
4198 8200 17
2151 3100 8
8754 1892 7
9874 3438 20
6687 5034 2
4347 1973 9
9454 5427 1
1565 1002 1
3742 5492 4
6181 9110 1
383 6951 8
2256 8891 15
9096 2365 19
3232 7508 1
7285 4410 6
5486 8689 9
8766 9029 11
9460 5242 11
93 4963 9
7107 6759 14
9175 5352 15
3283 6273 8
1468 5585 2
3573 5375 16
8262 8824 7
7721 3128 5
900 7405 5
3525 2729 2
8345 7205 11
1547 811 20
3773 3738 13
7085 1884 17
5175 5319 9
3607 3199 11
7964 3622 19
4481 4905 8
8143 6528 18
745 9074 2
8334 3673 2
6113 5854 18
7262 7405 19
3282 2414 4
5596 6115 10
3460 3279 2
9385 2277 16
7297 1733 5
7944 4849 13
510 5805 9
909 1784 19
9277 5381 4
7468 9816 12
9961 4530 3
7204 9535 8
7607 1957 4
3783 1182 10
1867 594 6
5416 3003 5
361 4307 16
6761 3532 6
7740 3202 19
8425 7262 12
7855 4256 6
6040 9709 2
1106 8861 17
1372 2784 12
1772 7657 18
1191 3127 5
2840 8130 6
8032 4042 10
561 2510 8
4932 1239 6
228 2973 11
4337 6192 12
6633 7493 5
7109 1639 19
7141 4739 17
7920 8575 10
951 5570 18
300 5496 1
7589 18 6
1646 6222 3
9914 8511 18
7075 166 17
5254 2788 15
2400 6495 8
9899 9491 14
7183 5193 3
5288 9051 17
2843 6141 20
2043 7310 20
4495 6161 17
4112 6037 19
984 9198 7
489 9066 2
9117 8553 7
9089 9208 17
2415 9777 13
4089 3178 6
9674 6227 19
8533 7878 2
9279 3776 11
1020 6893 7
4885 4288 5
2627 7161 10
9587 6398 19
2605 7050 7
5427 2216 18
9337 7926 18
7389 8313 15
9680 8052 2
5638 9308 12
6130 8556 9
813 7559 18
7716 2662 12
8777 6602 11
6608 7781 12
7321 3131 11
7169 3206 2
4704 6472 4
2961 7986 19
8261 384 20
5225 6277 4
3116 2582 16
5389 6769 10
8827 7915 6
2841 3036 10
8980 4591 20
6900 1002 12
7090 1884 1
8088 1343 14
5867 8662 13
3251 4236 12
2394 3419 1
5061 6924 18
9183 6300 3
2878 5555 7
812 4318 16
1628 5835 9
9142 7735 17
4886 8531 14
7086 4208 9
1904 4094 10
9746 7627 18
2932 8716 7
2875 2106 10
2048 4112 15
8956 5604 9
4138 2519 8
9165 300 4
5861 2521 5
8235 5801 12
871 2615 4
8678 4483 1
8225 1655 4
2974 6345 2
5858 3191 19
4673 2244 12
2736 5077 3
5420 8303 8
1228 4017 2
8836 8958 13
7402 8391 6
2153 400 2
8193 1635 1
8240 7019 1
9469 378 19
4707 2874 13
8935 8618 11
6414 2765 6
4629 3303 20
4399 7462 8
6300 1178 13
1794 724 18
6503 3023 4
5039 6965 8
9194 6786 4
8810 7653 7
2127 2654 2
4510 7093 2
1477 9611 10
7389 3442 11
7768 891 18
1488 1452 20
9881 1529 8
8783 4088 12
4052 6709 18
5701 9114 13
5008 4519 15
8747 5626 15
3806 9414 9
1430 5066 12
2489 5869 10
8551 6442 12
878 1971 16
7653 2976 3
6416 9468 5
3426 415 10
2692 648 15
5680 5851 3
59 495 14
1687 5694 18
9225 9103 12
9181 755 5
4970 7130 10
6441 4388 16
9028 3800 18
9630 1914 6
7701 4029 3
5687 4904 3
2977 6960 1
7148 4205 19
1008 145 3
4665 9245 3
138 8829 7
3230 4962 11
1593 6792 14
6032 684 9
9681 4063 8
5635 5483 10
6294 4288 14
3945 8509 20
1059 6415 15
402 8704 11
8938 1455 16
1208 285 4
7973 8402 6
9679 9175 4
5696 1207 15
127 6664 17
2473 726 9
2231 4031 17
7469 7409 3
9239 7231 16
6328 5778 16
8305 6270 15
9233 1412 18
7813 6289 15
6552 5224 4
9710 505 15
9173 5934 17
9829 1365 4
5350 1493 2
3689 5211 15
5580 8713 6
112 9772 5
5819 4015 9
9414 7211 19
5428 8630 2
7625 5954 7
9785 1844 2
6069 8442 16
7429 3075 11
1002 4012 6
7134 5168 6
5567 1505 14
6768 2807 10
9354 394 10
2527 2773 1
4630 6117 4
4512 5027 20
5992 6997 6
9708 3923 7
8392 1621 2
955 2962 15
7664 673 15
3041 6593 9
1243 6424 8
2512 2536 13
8436 7386 4
6146 3329 7
832 3475 16
6473 2261 18
1586 9594 2
365 8990 19
5411 3840 15
489 6386 9
8083 5392 8
6106 64 3
9768 9895 5
6093 2945 6
5305 5848 19
9932 117 9
286 5671 5
9277 6255 19
7710 7768 10
1264 8632 17
6238 3564 1
7883 8820 6
9835 831 9
5051 5948 16
8363 9545 4
177 4289 12
1261 295 16
2575 3920 1
1346 5709 18
3974 4911 18
9119 4675 4
3733 3515 2
4682 7521 1
5576 149 14
9798 5441 15
6611 2544 11
7188 3831 5
8130 897 13
7551 6247 15
5110 9003 4
9691 5116 19
1014 1532 14
2482 1336 1
6952 5296 10
2243 8485 16
6066 6009 12
6544 9823 1
6681 9713 9
2940 2579 5
7469 261 10
2071 4656 3
2952 3399 1
6734 4161 7
6058 4295 4
7451 2845 6
6762 5190 8
3838 3540 16
899 7200 14
2333 5790 8
8080 7117 16
4694 6057 2
9725 6555 7
6103 6182 14
5476 1410 9
895 7737 14
2649 3692 2
6348 9267 19
4923 6584 11
1801 7062 17
4303 8723 19
6555 5325 20
8098 5355 7
5712 6078 6
2516 7529 1
5964 2773 20
6276 7041 1
4056 3429 10
4292 1728 20
7856 1526 12
7393 2185 9
816 9406 10
9302 3157 11
4211 6886 3
7287 638 18
7329 562 13
3918 8432 18
8699 8451 17
6188 7652 4
6094 8581 3
9989 3393 3
1561 6073 10
9039 1193 20
2036 5015 2
6929 9172 11
9302 3226 14
9149 8692 7
6522 911 6
6226 6797 20
5750 5651 1
6889 1239 16
8512 5424 1
7729 8955 12
2423 8700 8
4465 2271 5
3139 4998 17
9042 3175 11
2497 7606 9
1663 5537 2
9910 1897 12
4594 3204 11
3942 1134 5
6804 1885 10
2457 7367 14
6440 367 15
6274 6279 19
653 573 19
9524 3309 7
2326 5246 1
955 8867 9
3488 1830 2
6651 2333 18
6712 8708 14
3137 8025 13
8590 2996 9
5899 2167 10
7234 4235 9
2749 702 16
5265 9649 19
1594 8708 5
4148 663 5
7764 6575 17
2254 6350 10
2585 9508 4
1448 2984 7
8211 2595 5
1283 3446 13
7939 4134 12
6673 9046 4
4115 1277 11
6184 3648 14
4542 7631 9
4797 6885 5
2357 8486 7
3601 2252 20
1896 1583 13
562 1457 9
4646 7078 14
9689 2516 17
3514 290 12
8995 8546 16
3675 9578 7
7463 5083 3
2263 9084 8
6043 9880 8
7748 7309 2
3115 2656 18
2812 1563 9
351 4351 18
9787 9379 11
1151 3482 7
3072 9943 1
5359 5243 1
7173 9256 14
2089 9132 12
7267 4947 19
164 7978 12
1118 3667 12
4375 5745 17
674 5564 2
8065 3735 19
6592 9399 6
5153 3327 16
7152 263 14
1620 3620 9
6859 5951 19
225 7885 7
8599 8517 3
4537 2509 10
7661 9564 19
5443 5729 11
2780 8021 9
524 6074 20
2746 2432 9
3393 7968 10
1533 1663 11
1980 8051 16
8095 678 4
8979 1158 9
5751 6441 14
1253 9425 13
2071 8136 20
7642 7371 6
4047 7650 5
7102 7417 10
2404 5132 19
3778 223 14
2869 3492 20
200 7817 13
5987 5678 9
3233 7853 17
4435 1345 7
7004 9720 8
5707 9783 3
4821 8395 19
3565 585 2
9807 6793 14
6908 3195 7
712 1943 12
5762 2577 9
9392 7623 5
8291 7397 1
5726 890 10
1928 7387 16
